P_PV_kW,P_EV_kW
0,367.15
0,907.92
0,1888.08
0,1948.31
0,1955.64
0,2138.06
60.5,1900.53
121,2106.15
181.5,2137.38
242,1925.10
499.35,2756.50
756.7,1939.74
1014.05,2049.17
1271.4,1394.44
1522.05,1210.23
1772.7,906.92
2023.35,890.63
2274,1626.29
2502.125,1334.80
2730.25,2240.29
2958.375,1255.33
3186.5,1093.17
3276.1375,1035.26
3365.775,643.21
3455.4125,364.67
3545.05,447.87
3638.5,355.44
3731.95,163.98
3825.4,212.79
3918.85,400.78
3816.6125,699.76
3714.375,1014.54
3612.1375,613.56
3509.9,613.56
3459.275,708.28
3408.65,554.16
3358.025,874.90
3307.4,567.78
3191.5125,351.34
3075.625,303.36
2959.7375,428.88
2843.85,732.62
2568.7625,367.44
2293.675,155.68
2018.5875,155.68
1743.5,155.68
1522.5625,0.00
1301.625,380.44
1080.6875,380.44
859.75,807.42
656.5625,1764.77
453.375,1331.25
250.1875,405.37
47,973.00
35.25,1179.30
23.5,1607.46
11.75,1798.52
0,1086.67
0,2460.31
0,1605.78
0,1802.26
0,1679.70
0,2213.63
0,2266.75
0,2046.55
0,2219.12
0,1983.82
0,2001.17
0,2213.45
0,2404.88
0,2982.75
0,2135.29
0,1796.19
0,1500.62
0,1214.78
0,652.41
0,2575.29
0,0.00
0,176.37
0,176.37
0,391.97
0,398.47
0,341.64
0,613.19
0,801.55
0,328.42
0,0.00
0,0.00
0,0.00
0,0.00
0,302.44
0,625.02
0,511.42
0,1085.77
0,920.49
0,280.97
0,540.42
0,2150.41
0,2164.09
0,2365.35
0,2232.09
0,1181.22
63.9375,1517.34
127.875,1000.82
191.8125,2617.34
255.75,2872.29
523.3625,2072.13
790.975,2080.41
1058.5875,1710.28
1326.2,1606.20
1525.0625,1234.91
1723.925,669.54
1922.7875,1375.54
2121.65,789.02
2395.275,633.99
2668.9,330.56
2942.525,170.83
3216.15,170.83
3361.0375,433.44
3505.925,686.73
3650.8125,0.00
3795.7,0.00
3848.2875,478.13
3900.875,665.44
3953.4625,253.19
4006.05,929.55
3993.3875,892.24
3980.725,1345.24
3968.0625,1299.01
3955.4,750.95
3866.4,292.67
3777.4,149.42
3688.4,106.07
3599.4,461.06
3419.8625,786.10
3240.325,106.07
3060.7875,106.07
2881.25,58.20
2691.65,0.00
2502.05,0.00
2312.45,0.00
2122.85,0.00
1842.5125,373.47
1562.175,373.47
1281.8375,0.00
1001.5,207.85
771.6125,730.01
541.725,690.61
311.8375,305.92
81.95,636.30
61.4625,900.79
40.975,603.65
20.4875,1127.68
0,1328.46
0,1663.27
0,2396.78
0,2333.81
0,2120.71
0,2527.33
0,2310.38
0,2827.85
0,2726.49
0,2138.68
0,2563.82
0,2744.33
0,2441.78
0,1430.59
0,2041.72
0,1471.99
0,1499.06
0,1019.67
0,884.74
0,412.18
0,424.49
0,424.49
0,88.94
0,809.93
0,809.93
0,344.42
0,599.14
0,1120.41
0,751.17
0,627.89
0,163.94
0,50.00
0,1080.78
0,875.05
0,189.92
0,590.62
0,697.35
0,684.25
0,394.75
0,840.31
0,703.48
0,1382.01
0,1882.15
0,2001.93
0,2187.16
74.425,2049.13
148.85,1444.99
223.275,1461.17
297.7,1101.41
580.6125,1057.34
863.525,953.72
1146.4375,1147.29
1429.35,1086.16
1689.875,914.93
1950.4,1157.78
2210.925,777.73
2471.45,335.39
2666.925,1073.45
2862.4,1332.58
3057.875,942.86
3253.35,152.27
3379.5,0.00
3505.65,348.80
3631.8,461.55
3757.95,461.55
3817.625,746.60
3877.3,673.14
3936.975,645.77
3996.65,539.12
3977.1,827.18
3957.55,982.80
3938,1304.96
3918.45,312.95
3842.7875,207.42
3767.125,1659.22
3691.4625,920.53
3615.8,558.23
3466.075,506.54
3316.35,599.39
3166.625,607.46
3016.9,637.04
2799.5375,1042.85
2582.175,257.84
2364.8125,378.35
2147.45,378.35
1863.45,0.00
1579.45,0.00
1295.45,0.00
1011.45,447.87
778.5875,427.17
545.725,0.00
312.8625,382.92
80,1456.93
60,1127.61
40,2297.79
20,1998.28
0,1819.28
0,1888.25
0,2294.74
0,2660.90
0,2002.28
0,2064.79
0,2662.33
0,1831.75
0,2450.86
0,2405.77
0,2205.31
0,2233.48
0,1730.17
0,1891.36
0,2181.31
0,1816.11
0,1882.25
0,1115.83
0,1267.50
0,523.42
0,0.00
0,268.82
0,525.65
0,938.25
0,916.72
0,217.02
0,316.47
0,0.00
0,435.05
0,303.25
0,638.94
0,461.61
0,185.31
0,111.92
0,406.77
0,376.78
0,318.78
0,943.49
0,527.09
0,396.12
0,1000.74
0,2129.86
0,1529.14
0,1914.09
0,2564.76
69.7875,1706.22
139.575,1539.10
209.3625,1729.44
279.15,2074.67
543.8875,2074.67
808.625,639.79
1073.3625,1474.07
1338.1,1313.42
1603.225,785.20
1868.35,865.54
2133.475,715.67
2398.6,374.24
2610.6375,720.53
2822.675,804.33
3034.7125,1042.29
3246.75,1367.38
3377.825,530.75
3508.9,0.00
3639.975,520.11
3771.05,688.72
3825.3,641.06
3879.55,393.27
3933.8,130.56
3988.05,784.79
3973.7375,1037.70
3959.425,1388.85
3945.1125,1932.34
3930.8,1194.57
3846.825,351.52
3762.85,1035.62
3678.875,980.47
3594.9,1074.32
3445.6,2098.37
3296.3,578.44
3147,273.60
2997.7,419.01
2785.0875,152.87
2572.475,0.00
2359.8625,391.47
2147.25,530.72
1863.6,652.53
1579.95,936.88
1296.3,379.45
1012.65,1013.03
778.9875,467.24
545.325,336.18
311.6625,964.10
78,593.03
58.5,1766.94
39,969.54
19.5,1270.66
0,1721.07
0,1740.01
0,2437.16
0,2341.74
0,2437.99
0,2213.10
0,2339.00
0,1901.76
0,2060.78
0,2237.00
0,2646.33
0,2204.03
0,2891.37
0,2696.32
0,2620.84
0,1636.91
0,1199.93
0,1114.27
0,933.39
0,474.26
0,0.00
0,176.41
0,176.41
0,0.00
0,477.36
0,703.86
0,413.69
0,680.52
0,403.82
0,403.82
0,575.16
0,667.76
0,823.84
0,1168.79
0,0.00
0,447.91
0,423.29
0,215.69
0,931.98
0,1226.89
0,582.23
0,1061.34
0,1278.85
0,2054.14
0,2016.53
66.2875,2249.40
132.575,2229.10
198.8625,1171.18
265.15,709.50
530.725,1805.56
796.3,1417.87
1061.875,1254.40
1327.45,1073.38
1573.75,1216.04
1820.05,571.17
2066.35,601.61
2312.65,602.19
2515.2375,1798.43
2717.825,1225.61
2920.4125,462.33
3123,659.44
3240.9125,552.19
3358.825,374.47
3476.7375,463.92
3594.65,109.44
3608.3875,326.23
3622.125,636.39
3635.8625,517.43
3649.6,170.77
3642.6375,786.56
3635.675,978.03
3628.7125,538.44
3621.75,525.46
3564.175,1013.64
3506.6,858.31
3449.025,0.00
3391.45,338.27
3234.525,304.46
3077.6,260.43
2920.675,348.64
2763.75,415.67
2460.35,379.15
2156.95,192.66
1853.55,649.04
1550.15,257.35
1384.8875,550.27
1219.625,654.35
1054.3625,599.73
889.1,1032.06
684.675,747.62
480.25,806.59
275.825,1063.97
71.4,1592.56
53.55,1702.96
35.7,1707.99
17.85,686.47
0,1270.77
0,2505.44
0,1803.27
0,2015.39
0,2545.07
0,2349.49
0,1739.07
0,2043.64
0,2314.88
0,2525.01
0,2712.46
0,2614.24
0,1890.72
0,1195.61
0,2245.89
0,2241.79
0,2241.79
0,924.70
0,1512.34
0,1085.10
0,1024.45
0,1034.40
0,444.89
0,405.75
0,381.82
0,259.12
0,189.53
0,0.00
0,0.00
0,727.00
0,228.49
0,127.24
0,1045.83
0,1274.57
0,609.66
0,620.10
0,809.37
0,1159.67
0,922.28
0,1480.59
0,1008.54
0,1577.15
0,2170.61
0,2355.23
0,1494.31
55.825,1659.88
111.65,1790.26
167.475,2084.79
223.3,2246.86
479.05,1934.75
734.8,1130.25
990.55,1973.39
1246.3,1351.07
1509.875,1042.89
1773.45,692.25
2037.025,553.53
2300.6,714.84
2488.05,639.26
2675.5,892.66
2862.95,699.64
3050.4,512.56
3128.2625,255.79
3206.125,899.12
3283.9875,899.12
3361.85,409.26
3454.0375,334.90
3546.225,312.60
3638.4125,655.06
3730.6,412.42
3703.85,406.86
3677.1,895.23
3650.35,1218.30
3623.6,1018.18
3556.25,609.20
3488.9,282.46
3421.55,0.00
3354.2,682.08
3001.525,682.08
2648.85,454.80
2296.175,419.98
1943.5,62.96
1869.0125,400.43
1794.525,400.43
1720.0375,0.00
1645.55,0.00
1415.7125,0.00
1185.875,0.00
956.0375,287.52
726.2,895.98
560.3625,1031.43
394.525,561.36
228.6875,532.80
62.85,1234.79
47.1375,2138.11
31.425,2012.32
15.7125,1479.89
0,2042.04
0,2647.27
0,2642.31
0,2585.39
0,2199.59
0,2185.94
0,2132.75
0,2054.48
0,2708.11
0,2389.06
0,2348.39
0,2425.44
0,2562.64
0,1929.24
0,2126.61
0,2202.09
0,2432.55
0,1824.10
0,1338.29
0,972.05
0,0.00
0,0.00
0,308.32
0,308.32
0,308.32
0,969.43
0,288.21
0,147.33
0,453.37
0,355.62
0,353.61
0,291.78
0,580.30
0,580.30
0,236.95
0,911.06
0,1243.72
0,107.65
0,281.80
0,281.80
0,1429.74
0,856.68
0,738.08
0,2131.92
0,2167.84
62.5875,1911.27
125.175,1788.80
187.7625,2258.69
250.35,2482.75
508.3375,2651.93
766.325,817.57
1024.3125,1780.23
1282.3,1693.02
1537.975,1042.26
1793.65,1086.30
2049.325,1504.41
2305,375.76
2446.7875,359.30
2588.575,714.85
2730.3625,1636.42
2872.15,606.73
2928.7,67.14
2985.25,195.98
3041.8,195.98
3098.35,655.73
3199.525,421.92
3300.7,688.87
3401.875,684.10
3503.05,726.85
3447.3625,519.32
3391.675,977.95
3335.9875,1213.47
3280.3,909.14
3117.7125,784.69
2955.125,808.96
2792.5375,1208.65
2629.95,458.99
2512.5625,59.69
2395.175,0.00
2277.7875,0.00
2160.4,0.00
2055.3125,312.27
1950.225,671.83
1845.1375,1025.05
1740.05,382.34
1503.025,681.27
1266,154.50
1028.975,0.00
791.95,320.14
612.5625,1114.16
433.175,1259.38
253.7875,648.17
74.4,426.81
55.8,990.43
37.2,812.07
18.6,1239.95
0,1188.62
0,2397.01
0,2078.09
0,1186.80
0,1965.60
0,2141.10
0,2105.46
0,2128.03
0,2458.22
0,2497.85
0,2408.63
0,2562.63
0,2500.37
0,1925.64
0,2236.73
0,2615.09
0,2197.29
0,620.30
0,988.66
0,619.15
0,0.00
0,0.00
0,0.00
0,0.00
0,0.00
0,173.83
0,657.52
0,267.03
0,116.96
0,800.61
0,966.99
0,341.62
0,935.96
0,390.49
0,355.36
0,507.23
0,263.97
0,214.62
0,62.75
0,713.54
0,1962.30
0,1779.31
0,2132.12
0,2086.84
0,1266.78
60.4625,2023.31
120.925,2297.44
181.3875,2156.10
241.85,1650.10
501.4875,889.61
761.125,2006.49
1020.7625,1869.27
1280.4,692.55
1479.975,600.46
1679.55,566.37
1879.125,819.41
2078.7,699.29
2283.5625,618.23
2488.425,535.85
2693.2875,374.25
2898.15,826.28
2986.6875,420.25
3075.225,644.56
3163.7625,610.80
3252.3,649.46
3303.325,433.12
3354.35,60.68
3405.375,129.89
3456.4,720.45
3409.425,1305.65
3362.45,1323.64
3315.475,1402.91
3268.5,1341.50
3197.3375,1067.48
3126.175,506.84
3055.0125,197.03
2983.85,833.74
2905.525,691.47
2827.2,440.69
2748.875,465.16
2670.55,275.30
2382.775,114.41
2095,256.63
1807.225,256.63
1519.45,147.45
1345.7625,318.48
1172.075,545.13
998.3875,545.13
824.7,936.58
635.4125,537.87
446.125,686.59
256.8375,630.34
67.55,812.64
50.6625,916.59
33.775,1463.92
16.8875,1872.22
0,2141.36
0,2319.04
0,1861.68
0,2371.84
0,2459.32
0,2303.02
0,2293.75
0,2284.00
0,2259.82
0,2464.87
0,2100.22
0,1983.33
0,2383.88
0,2122.10
0,1984.26
0,1832.62
0,1295.91
0,692.36
0,1094.05
0,976.89
0,319.26
0,592.47
0,656.23
0,273.21
0,465.10
0,648.00
0,0.00
0,0.00
0,0.00
0,357.30
0,357.30
0,301.87
0,261.01
0,632.67
0,486.70
0,539.14
0,1053.92
0,334.94
0,334.94
0,1174.00
0,777.27
0,2295.19
0,1761.06
0,2022.41
0,2274.06
60.1375,1959.43
120.275,1908.04
180.4125,1338.88
240.55,1305.99
496.55,1654.06
752.55,1171.13
1008.55,1794.44
1264.55,687.23
1499.3125,1312.62
1734.075,1068.89
1968.8375,818.99
2203.6,595.37
2405.9375,308.05
2608.275,328.98
2810.6125,328.98
3012.95,0.00
3132.0125,0.00
3251.075,345.29
3370.1375,757.66
3489.2,0.00
3542.1375,0.00
3595.075,333.92
3648.0125,929.09
3700.95,770.68
3694.7375,763.99
3688.525,590.39
3682.3125,752.49
3676.1,366.47
3575.85,366.47
3475.6,829.73
3375.35,1011.31
3275.1,855.55
3161.7,511.45
3048.3,65.69
2934.9,50.00
2821.5,357.78
2602.9625,50.00
2384.425,443.78
2165.8875,303.00
1947.35,221.74
1673.2125,267.44
1399.075,390.27
1124.9375,955.79
850.8,734.71
656.3125,731.39
461.825,213.03
267.3375,1215.52
72.85,2067.16
54.6375,1450.48
36.425,1471.23
18.2125,2051.45
0,2214.50
0,1963.83
0,2367.76
0,2123.09
0,2114.63
0,2582.71
0,2565.02
0,2442.80
0,2225.66
0,2314.51
0,2344.88
0,2171.38
0,1936.98
0,1980.50
0,1861.42
0,1868.67
0,2057.41
0,1250.90
0,771.80
0,127.48
0,0.00
0,219.75
0,512.33
0,500.73
0,468.26
0,287.34
0,137.98
0,459.19
0,137.98
0,302.99
0,302.99
0,0.00
0,319.95
0,319.95
0,0.00
0,0.00
0,225.45
0,534.04
0,318.34
0,301.43
0,1571.55
0,942.25
0,1356.79
0,1834.20
0,2068.23
37.4625,1882.20
74.925,2034.36
112.3875,1746.93
149.85,1554.89
333.3375,1805.16
516.825,1819.28
700.3125,2553.80
883.8,1265.02
1064.8,969.83
1245.8,275.50
1426.8,1218.51
1607.8,1446.46
1763.2875,1033.62
1918.775,330.65
2074.2625,578.52
2229.75,620.82
2503.525,519.12
2777.3,281.62
3051.075,0.00
3324.85,578.05
3328.8625,310.13
3332.875,147.00
3336.8875,543.45
3340.9,1644.54
3437.825,1234.63
3534.75,1555.56
3631.675,2096.34
3728.6,665.35
3559.125,384.79
3389.65,306.15
3220.175,1000.91
3050.7,536.43
2949.1375,644.95
2847.575,787.23
2746.0125,67.26
2644.45,646.23
2440.1625,876.43
2235.875,487.24
2031.5875,425.66
1827.3,434.75
1589.6625,434.75
1352.025,151.12
1114.3875,617.87
876.75,946.62
677.1375,1202.58
477.525,1003.52
277.9125,1227.64
78.3,510.11
58.725,1021.63
39.15,1331.25
19.575,1420.12
0,2235.23
0,1954.54
0,1644.41
0,2350.55
0,2330.78
0,2407.80
0,2504.31
0,1831.61
0,2307.73
0,2657.17
0,2684.02
0,1879.65
0,1650.05
0,2797.92
0,2385.31
0,2199.54
0,804.07
0,721.84
0,355.68
0,117.01
0,355.06
0,355.06
0,436.56
0,436.56
0,0.00
0,0.00
0,393.08
0,0.00
0,0.00
0,0.00
0,0.00
0,407.88
0,103.49
0,0.00
0,294.41
0,636.27
0,605.18
0,0.00
0,127.38
0,589.17
0,1986.40
0,2290.61
0,2108.14
0,2221.29
0,1840.63
59.7,1515.36
119.4,1247.94
179.1,2346.87
238.8,2050.61
495.35,1531.49
751.9,1470.09
1008.45,2607.19
1265,2413.92
1536.1375,1202.04
1807.275,259.14
2078.4125,486.69
2349.55,698.33
2531.65,1261.26
2713.75,900.75
2895.85,666.78
3077.95,925.54
3203.8375,412.68
3329.725,273.68
3455.6125,0.00
3581.5,662.01
3516.9875,504.74
3452.475,450.67
3387.9625,1015.03
3323.45,1567.78
3206.3375,1532.66
3089.225,517.05
2972.1125,1010.39
2855,521.95
2947.5125,818.91
3040.025,404.72
3132.5375,802.71
3225.05,405.56
3118.5375,958.73
3012.025,406.17
2905.5125,169.74
2799,391.48
2548.4375,607.25
2297.875,739.07
2047.3125,381.05
1796.75,192.99
1512.6,0.00
1228.45,338.17
944.3,336.53
660.15,0.00
512.0125,776.74
363.875,732.82
215.7375,336.31
67.6,293.64
50.7,860.25
33.8,1248.48
16.9,1867.71
0,1214.25
0,2247.37
0,2440.11
0,1384.25
0,1926.37
0,1809.43
0,2153.48
0,2468.29
0,2272.27
0,2410.19
0,2219.68
0,2241.70
0,2367.74
0,2779.11
0,1094.96
0,1614.67
0,1203.15
0,1076.65
0,810.24
0,1344.89
0,0.00
0,162.21
0,162.21
0,162.21
0,817.34
0,860.65
0,260.47
0,406.91
0,406.91
0,181.64
0,0.00
0,0.00
0,294.87
0,379.56
0,997.77
0,1458.43
0,1158.10
0,1166.11
0,1293.49
0,944.78
0,875.95
0,1994.60
0,2095.23
0,2027.68
0,1475.83
50.3125,2019.28
100.625,2060.65
150.9375,2495.01
201.25,2439.93
453.8,2351.78
706.35,1411.86
958.9,1597.93
1211.45,927.57
1426.8625,586.76
1642.275,420.05
1857.6875,984.19
2073.1,1300.32
2285.1875,623.96
2497.275,391.94
2709.3625,749.84
2921.45,521.80
3026.25,888.25
3131.05,885.64
3235.85,0.00
3340.65,380.92
3390.0125,576.52
3439.375,923.50
3488.7375,435.40
3538.1,918.59
3468.05,760.34
3398,929.63
3327.95,306.57
3257.9,231.73
3304.6375,764.27
3351.375,764.27
3398.1125,910.18
3444.85,896.82
3193.7375,838.50
2942.625,730.30
2691.5125,631.27
2440.4,332.17
2254.5375,390.99
2068.675,390.99
1882.8125,0.00
1696.95,0.00
1504.6875,413.60
1312.425,478.06
1120.1625,0.00
927.9,919.73
716.45,748.13
505,897.86
293.55,791.34
82.1,1241.11
61.575,1286.79
41.05,1722.50
20.525,1968.08
0,1101.24
0,2506.01
0,2439.39
0,2303.20
0,2484.89
0,2383.26
0,2434.81
0,1829.32
0,2491.39
0,2679.58
0,2618.22
0,1969.86
0,2188.33
0,2121.36
0,2383.31
0,2394.10
0,2404.14
0,1199.73
0,652.89
0,332.60
0,99.05
0,99.05
0,99.05
0,495.36
0,623.54
0,569.60
0,50.68
0,50.00
0,0.00
0,0.00
0,664.13
0,938.64
0,1296.31
0,680.20
0,490.03
0,652.01
0,764.01
0,406.16
0,558.67
0,508.67
0,1440.73
0,1823.73
0,2774.72
0,2720.43
0,2254.34
42.5875,2114.83
85.175,1128.98
127.7625,2033.62
170.35,2122.14
430.125,2072.78
689.9,1511.77
949.675,1506.30
1209.45,745.78
1394.7625,172.78
1580.075,441.72
1765.3875,454.82
1950.7,988.81
2113.0375,50.00
2275.375,223.58
2437.7125,223.58
2600.05,165.73
2765.8375,68.81
2931.625,50.00
3097.4125,0.00
3263.2,351.50
3209.3625,274.87
3155.525,274.87
3101.6875,372.90
3047.85,377.88
3032.3,698.23
3016.75,508.80
3001.2,1886.66
2985.65,895.61
2779.475,401.92
2573.3,201.24
2367.125,201.24
2160.95,51.47
1935.5375,315.93
1710.125,254.65
1484.7125,831.64
1259.3,822.15
1076.8125,0.00
894.325,219.18
711.8375,219.18
529.35,80.11
455.9875,0.00
382.625,0.00
309.2625,0.00
235.9,359.14
178.2875,359.14
120.675,312.08
63.0625,312.08
5.45,1054.40
4.0875,1041.43
2.725,1332.65
1.3625,1000.41
0,1939.00
0,1730.35
0,2438.49
0,2431.68
0,2201.96
0,2318.30
0,2125.07
0,2098.80
0,2246.44
0,2230.87
0,2131.84
0,1992.53
0,2231.03
0,2261.85
0,2190.04
0,2688.39
0,2688.39
0,1040.29
0,752.92
0,520.47
0,653.05
0,468.58
0,60.18
0,0.00
0,236.11
0,405.66
0,365.57
0,209.51
0,656.38
0,533.55
0,0.00
0,415.24
0,667.83
0,420.34
0,273.34
0,273.34
0,1184.24
0,1495.21
0,1073.86
0,513.25
0,1257.07
0,2108.75
0,2488.31
0,1140.77
0,1516.66
63.125,1386.07
126.25,2584.30
189.375,2409.89
252.5,1334.64
524.525,2016.97
796.55,1417.69
1068.575,1709.37
1340.6,1478.90
1611.65,1804.01
1882.7,1077.00
2153.75,771.51
2424.8,348.20
2621.9875,527.27
2819.175,1000.27
3016.3625,638.16
3213.55,1060.99
3327.5625,830.57
3441.575,0.00
3555.5875,444.70
3669.6,255.50
3721.4875,255.50
3773.375,679.03
3825.2625,566.28
3877.15,731.75
3870.775,864.18
3864.4,507.62
3858.025,505.22
3851.65,486.07
3742.7,784.78
3633.75,925.96
3524.8,308.35
3415.85,258.91
3296.8125,0.00
3177.775,709.92
3058.7375,441.05
2939.7,237.76
2716.1625,0.00
2492.625,309.56
2269.0875,413.94
2045.55,443.03
1789.3125,545.94
1533.075,739.99
1276.8375,421.27
1020.6,1479.36
787.475,1354.40
554.35,1450.67
321.225,888.82
88.1,958.87
66.075,739.84
44.05,623.07
22.025,1160.77
0,1708.80
0,1280.84
0,1109.31
0,1458.08
0,2262.96
0,2142.61
0,1940.99
0,1941.03
0,2725.01
0,2627.99
0,2445.32
0,2241.04
0,2182.61
0,2267.51
0,2861.31
0,2832.78
0,785.49
0,571.13
0,0.00
0,376.52
0,408.13
0,408.13
0,381.10
0,381.10
0,93.31
0,257.37
0,257.37
0,695.04
0,132.09
0,436.90
0,436.90
0,359.58
0,359.58
0,190.10
0,713.91
0,680.57
0,458.32
0,1043.52
0,840.57
0,739.95
0,2696.88
0,2380.39
0,1490.69
0,1925.75
0,2135.24
43.0125,2340.98
86.025,2635.01
129.0375,2508.82
172.05,1863.24
317.7875,1436.74
463.525,1728.11
609.2625,1713.13
755,810.67
991.7,782.78
1228.4,1082.97
1465.1,695.95
1701.8,610.04
1921.05,535.31
2140.3,1178.29
2359.55,297.95
2578.8,356.17
2553.5125,356.17
2528.225,336.93
2502.9375,0.00
2477.65,166.27
2710.225,549.21
2942.8,316.20
3175.375,512.20
3407.95,579.78
3462.1125,575.92
3516.275,1135.93
3570.4375,1142.80
3624.6,0.00
3554.1125,463.72
3483.625,640.47
3413.1375,225.68
3342.65,360.70
3234.0625,384.86
3125.475,828.67
3016.8875,392.12
2908.3,392.12
2553.575,185.04
2198.85,185.04
1844.125,431.47
1489.4,417.20
1349.825,347.01
1210.25,347.01
1070.675,598.22
931.1,554.56
720.9375,1181.56
510.775,491.78
300.6125,1405.35
90.45,1539.47
67.8375,838.91
45.225,1444.36
22.6125,1281.73
0,2183.83
0,903.80
0,2094.44
0,2433.37
0,2030.16
0,2003.97
0,1944.29
0,2767.85
0,2433.04
0,2122.98
0,2300.29
0,2298.00
0,1849.26
0,1894.13
0,2384.74
0,2621.59
0,2191.62
0,1641.04
0,1044.34
0,1157.78
0,744.50
0,606.76
0,0.00
0,0.00
0,0.00
0,327.49
0,825.38
0,377.41
0,334.19
0,334.19
0,0.00
0,224.24
0,413.54
0,285.12
0,875.92
0,1091.15
0,1098.70
0,161.16
0,163.94
0,1540.05
0,1502.23
0,2287.94
0,2201.16
0,2242.15
0,2054.44
51.8,1682.58
103.6,1951.57
155.4,1284.06
207.2,2087.56
443.8125,1577.76
680.425,1577.76
917.0375,2140.09
1153.65,1163.28
1404.875,803.65
1656.1,885.46
1907.325,846.97
2158.55,926.77
2354.425,1293.91
2550.3,1748.91
2746.175,1005.43
2942.05,515.96
2957.4,322.82
2972.75,174.19
2988.1,163.70
3003.45,752.22
3111.1875,529.29
3218.925,564.69
3326.6625,545.19
3434.4,1124.20
3430.725,1332.06
3427.05,500.49
3423.375,1120.77
3419.7,972.31
3378.775,187.22
3337.85,187.22
3296.925,136.87
3256,134.07
3112.2375,134.07
2968.475,374.24
2824.7125,739.65
2680.95,42.99
2507.8875,614.03
2334.825,614.03
2161.7625,388.90
1988.7,779.98
1743.525,419.14
1498.35,442.22
1253.175,120.47
1008,602.56
778.4875,845.45
548.975,163.22
319.4625,723.75
89.95,676.12
67.4625,1063.01
44.975,989.50
22.4875,1462.53
0,1036.91
0,1713.83
0,1678.96
0,2471.05
0,2514.78
0,2433.75
0,1832.03
0,2510.63
0,2441.04
0,2334.17
0,2100.83
0,2058.35
0,2244.84
0,2289.72
0,2557.28
0,2596.02
0,2150.85
0,648.90
0,227.07
0,1317.93
0,579.06
0,1149.71
0,616.54
0,617.17
0,617.17
0,702.27
0,423.58
0,42.01
0,0.00
0,0.00
0,0.00
0,928.78
0,928.78
0,1250.21
0,554.39
0,236.12
0,831.60
0,760.43
0,438.62
0,556.91
0,1479.25
0,2013.09
0,1978.45
0,2403.36
0,2337.95
63.8875,2395.30
127.775,2608.28
191.6625,2033.56
255.55,1591.94
528.25,1078.01
800.95,328.25
1073.65,974.93
1346.35,1081.74
1609.9625,1160.71
1873.575,690.38
2137.1875,1136.47
2400.8,837.55
2591.15,500.67
2781.5,1031.70
2971.85,1296.38
3162.2,1188.98
3271.1375,439.14
3380.075,439.14
3489.0125,266.18
3597.95,350.98
3633.375,361.49
3668.8,643.35
3704.225,537.44
3739.65,1007.39
3765.1375,1002.53
3790.625,1279.73
3816.1125,1279.73
3841.6,905.13
3780.275,1189.62
3718.95,272.94
3657.625,272.94
3596.3,304.24
3457.2375,280.83
3318.175,602.24
3179.1125,736.73
3040.05,686.27
2826.275,0.00
2612.5,0.00
2398.725,397.90
2184.95,568.38
1908.675,686.67
1632.4,79.54
1356.125,388.82
1079.85,79.54
834.5375,769.42
589.225,575.52
343.9125,572.65
98.6,1175.86
73.95,1942.04
49.3,1480.06
24.65,1025.66
0,2093.97
0,2035.05
0,2128.73
0,2247.09
0,2056.68
0,1576.51
0,2010.66
0,1810.16
0,2391.49
0,2092.34
0,2292.70
0,2255.83
0,1834.87
0,2711.21
0,2633.86
0,2063.91
0,2094.70
0,2056.15
0,1501.86
0,624.95
0,202.72
0,202.72
0,202.72
0,155.83
0,155.83
0,292.81
0,292.81
0,0.00
0,211.24
0,322.07
0,110.83
0,436.21
0,436.21
0,0.00
0,408.00
0,207.29
0,637.00
0,756.94
0,756.94
0,1349.66
0,1195.06
0,1356.46
0,1675.02
0,773.44
0,1009.15
56.4375,1531.91
112.875,2051.33
169.3125,2201.01
225.75,1623.46
473.55,2616.16
721.35,2418.43
969.15,1267.42
1216.95,1267.42
1471.8625,1114.34
1726.775,969.09
1981.6875,358.54
2236.6,1091.11
2435.65,933.00
2634.7,870.34
2833.75,782.93
3032.8,1114.29
3127.1625,355.97
3221.525,355.97
3315.8875,387.08
3410.25,364.30
3495.7375,221.92
3581.225,115.82
3666.7125,0.00
3752.2,1101.85
3763.375,1101.85
3774.55,292.29
3785.725,386.38
3796.9,371.02
3736.3125,371.02
3675.725,421.63
3615.1375,217.54
3554.55,0.00
3416.675,462.27
3278.8,389.11
3140.925,402.82
3003.05,396.43
2781.425,608.11
2559.8,614.20
2338.175,808.97
2116.55,768.04
1850.2375,169.66
1583.925,276.37
1317.6125,358.44
1051.3,0.00
811.6125,543.13
571.925,162.79
332.2375,498.82
92.55,1001.68
69.4125,1527.61
46.275,1510.96
23.1375,1140.70
0,1008.92
0,1695.45
0,1760.97
0,1980.31
0,2508.07
0,2398.20
0,1739.00
0,995.98
0,2959.17
0,2216.36
0,2400.52
0,2218.09
0,2507.44
0,2738.14
0,2451.99
0,2052.86
0,944.36
0,319.86
0,1303.21
0,1282.52
0,0.00
0,0.00
0,0.00
0,328.09
0,860.59
0,1026.91
0,732.01
0,404.91
0,82.63
0,0.00
0,355.30
0,541.14
0,887.43
0,446.81
0,89.93
0,89.93
0,818.07
0,963.26
0,1555.07
0,1446.80
0,1985.56
0,2532.06
0,2024.74
0,2081.64
0,3275.75
59.975,1989.70
119.95,2852.14
179.925,1965.13
239.9,933.93
490.2,1271.21
740.5,2022.59
990.8,1652.76
1241.1,821.51
1491.0375,480.51
1740.975,1669.30
1990.9125,1990.66
2240.85,591.00
2433.6375,383.37
2626.425,694.39
